UF;escolaridade;horas_trabalhadas;renda_bruta;se;escolaridade_adj;faixa_horas_trabalhadas;ano
15;3;1;667,774980704620;2,73588108244157e+02;Ensino Fundamental;Até 14 Horas;2024
16;3;1;676,946892983948;4,50287439581550e+02;Ensino Fundamental;Até 14 Horas;2024
17;3;1;514,210049770313;2,03447677280193e+02;Ensino Fundamental;Até 14 Horas;2024
21;3;1;628,099441992662;2,70564985479892e+02;Ensino Fundamental;Até 14 Horas;2024
22;3;1;465,518280632238;7,07007571292726e+01;Ensino Fundamental;Até 14 Horas;2024
23;3;1;407,019626633497;6,48884569834910e+01;Ensino Fundamental;Até 14 Horas;2024
24;3;1;280,530037600732;4,47402324851294e+01;Ensino Fundamental;Até 14 Horas;2024
25;3;1;3245,323733889876;2,58016015081626e+03;Ensino Fundamental;Até 14 Horas;2024
26;3;1;465,940505322704;1,05872710217565e+02;Ensino Fundamental;Até 14 Horas;2024
27;3;1;438,436270421405;8,11375839065282e+01;Ensino Fundamental;Até 14 Horas;2024
28;3;1;549,708716563361;1,25102468871706e+02;Ensino Fundamental;Até 14 Horas;2024
29;3;1;586,210507304277;1,07775986810950e+02;Ensino Fundamental;Até 14 Horas;2024
31;3;1;822,635945091683;1,54454455111723e+02;Ensino Fundamental;Até 14 Horas;2024
32;3;1;486,296972218485;6,12156955848802e+01;Ensino Fundamental;Até 14 Horas;2024
33;3;1;879,746267651021;2,81933214153433e+02;Ensino Fundamental;Até 14 Horas;2024
35;3;1;781,346438817828;7,87661729417460e+01;Ensino Fundamental;Até 14 Horas;2024
41;3;1;798,985067214771;1,04966541665310e+02;Ensino Fundamental;Até 14 Horas;2024
42;3;1;946,980380512703;1,69945133970044e+02;Ensino Fundamental;Até 14 Horas;2024
43;3;1;866,726894580557;1,55527328215841e+02;Ensino Fundamental;Até 14 Horas;2024
50;3;1;921,373663774986;1,84340915741431e+02;Ensino Fundamental;Até 14 Horas;2024
51;3;1;647,377293523834;2,07731994546306e+02;Ensino Fundamental;Até 14 Horas;2024
52;3;1;377,901593233015;1,19523372492736e+02;Ensino Fundamental;Até 14 Horas;2024
53;3;1;886,056680555614;2,56917520291315e+02;Ensino Fundamental;Até 14 Horas;2024
11;4;1;859,554504060115;4,94367765233518e+02;Ensino Médio;Até 14 Horas;2024
12;4;1;866,534445629967;3,20942946014203e+02;Ensino Médio;Até 14 Horas;2024
13;4;1;298,919275515747;5,82736257713994e+01;Ensino Médio;Até 14 Horas;2024
14;4;1;906,648822615818;2,84871646456413e+02;Ensino Médio;Até 14 Horas;2024
15;4;1;1206,369301024518;5,87044575282752e+02;Ensino Médio;Até 14 Horas;2024
16;4;1;250,000000000000;9,87027556516124e-15;Ensino Médio;Até 14 Horas;2024
17;4;1;625,956520057554;2,78033637068299e+02;Ensino Médio;Até 14 Horas;2024
21;4;1;398,919705652966;8,93442862424526e+01;Ensino Médio;Até 14 Horas;2024
22;4;1;549,922065877563;1,29565723006653e+02;Ensino Médio;Até 14 Horas;2024
23;4;1;323,506352150134;5,90789616117437e+01;Ensino Médio;Até 14 Horas;2024
24;4;1;1252,684363335113;7,89823883222683e+02;Ensino Médio;Até 14 Horas;2024
25;4;1;388,298607375677;1,11163575453763e+02;Ensino Médio;Até 14 Horas;2024
26;4;1;304,378242315531;5,23663654875774e+01;Ensino Médio;Até 14 Horas;2024
27;4;1;355,004429428594;6,64981340861012e+01;Ensino Médio;Até 14 Horas;2024
28;4;1;517,668630704275;7,33607923591750e+01;Ensino Médio;Até 14 Horas;2024
29;4;1;307,870716833181;6,34859242573892e+01;Ensino Médio;Até 14 Horas;2024
31;4;1;607,457355655371;8,48458422326505e+01;Ensino Médio;Até 14 Horas;2024
32;4;1;595,797414711575;1,44853764270016e+02;Ensino Médio;Até 14 Horas;2024
33;4;1;630,393925697206;8,89175505121480e+01;Ensino Médio;Até 14 Horas;2024
35;4;1;867,632577018011;1,38773376694569e+02;Ensino Médio;Até 14 Horas;2024
41;4;1;2384,304076187539;1,45137046674957e+03;Ensino Médio;Até 14 Horas;2024
42;4;1;850,582006978890;2,60113830431190e+02;Ensino Médio;Até 14 Horas;2024
43;4;1;1062,438140326747;2,09419775915223e+02;Ensino Médio;Até 14 Horas;2024
50;4;1;712,638181853106;1,71653926860907e+02;Ensino Médio;Até 14 Horas;2024
51;4;1;1217,779143575262;6,05323132485895e+02;Ensino Médio;Até 14 Horas;2024
52;4;1;708,904707193608;2,01851108060331e+02;Ensino Médio;Até 14 Horas;2024
53;4;1;2886,516801289098;2,19492997149613e+03;Ensino Médio;Até 14 Horas;2024
11;5;1;1365,901295005592;7,35497004456631e+02;Ensino Médio;Até 14 Horas;2024
12;5;1;566,884959381895;6,93445897945465e+01;Ensino Médio;Até 14 Horas;2024
13;5;1;621,831071479218;1,53412539815495e+02;Ensino Médio;Até 14 Horas;2024
14;5;1;519,637638194004;1,63062729334398e+02;Ensino Médio;Até 14 Horas;2024
15;5;1;638,981870962005;8,62765009315011e+01;Ensino Médio;Até 14 Horas;2024
16;5;1;823,730473561102;3,21983565659517e+02;Ensino Médio;Até 14 Horas;2024
17;5;1;538,404402640729;1,03327397629929e+02;Ensino Médio;Até 14 Horas;2024
21;5;1;756,361991181779;9,43616748839029e+01;Ensino Médio;Até 14 Horas;2024
22;5;1;457,267532984747;5,72246996687282e+01;Ensino Médio;Até 14 Horas;2024
23;5;1;656,239919773819;1,00754277346771e+02;Ensino Médio;Até 14 Horas;2024
24;5;1;1412,709929351189;4,78302635274919e+02;Ensino Médio;Até 14 Horas;2024
25;5;1;693,809180106996;1,23071468087958e+02;Ensino Médio;Até 14 Horas;2024
26;5;1;522,213909270695;8,17450655437810e+01;Ensino Médio;Até 14 Horas;2024
27;5;1;705,375055721952;1,34585317647959e+02;Ensino Médio;Até 14 Horas;2024
28;5;1;958,418771911901;3,26362646375742e+02;Ensino Médio;Até 14 Horas;2024
29;5;1;645,538501821866;8,98273968426056e+01;Ensino Médio;Até 14 Horas;2024
31;5;1;806,933872164828;1,24776342737775e+02;Ensino Médio;Até 14 Horas;2024
32;5;1;1533,112453643389;2,58350452459469e+02;Ensino Médio;Até 14 Horas;2024
33;5;1;1028,305340447129;1,49229171164422e+02;Ensino Médio;Até 14 Horas;2024
35;5;1;1240,008979572515;1,04084837743192e+02;Ensino Médio;Até 14 Horas;2024
41;5;1;1031,929161351938;1,48972281484293e+02;Ensino Médio;Até 14 Horas;2024
42;5;1;1883,879458064775;3,12922321901268e+02;Ensino Médio;Até 14 Horas;2024
43;5;1;869,424155916644;1,13434430723967e+02;Ensino Médio;Até 14 Horas;2024
50;5;1;834,379296349973;1,15021316596538e+02;Ensino Médio;Até 14 Horas;2024
51;5;1;1043,688838619408;1,61284049652034e+02;Ensino Médio;Até 14 Horas;2024
52;5;1;1349,621644442523;2,32479773711140e+02;Ensino Médio;Até 14 Horas;2024
53;5;1;1898,352490456619;6,89578706804331e+02;Ensino Médio;Até 14 Horas;2024
12;6;1;255,125491786600;1,06503257569042e+02;Ensino Superior;Até 14 Horas;2024
13;6;1;652,201149497435;2,91590975635685e+02;Ensino Superior;Até 14 Horas;2024
14;6;1;1495,075146692287;8,46539031002504e+02;Ensino Superior;Até 14 Horas;2024
15;6;1;381,369758033776;1,47003146086426e+02;Ensino Superior;Até 14 Horas;2024
17;6;1;1009,350905882716;2,92765600817121e+02;Ensino Superior;Até 14 Horas;2024
21;6;1;1031,493371327740;3,97235266343123e+02;Ensino Superior;Até 14 Horas;2024
22;6;1;699,558249377024;2,64781391227343e+02;Ensino Superior;Até 14 Horas;2024
23;6;1;856,757776824643;1,66384653615170e+02;Ensino Superior;Até 14 Horas;2024
24;6;1;1200,000000000000;0,00000000000000e+00;Ensino Superior;Até 14 Horas;2024
25;6;1;389,326916102861;1,22748005096518e+02;Ensino Superior;Até 14 Horas;2024
26;6;1;100,000000000000;2,46756889129031e-15;Ensino Superior;Até 14 Horas;2024
27;6;1;820,131699330674;2,94998214828929e+02;Ensino Superior;Até 14 Horas;2024
28;6;1;253,216962308386;4,07117440818862e+01;Ensino Superior;Até 14 Horas;2024
29;6;1;1190,532604354746;5,21210352773082e+02;Ensino Superior;Até 14 Horas;2024
31;6;1;1510,580018124339;7,16129543261998e+02;Ensino Superior;Até 14 Horas;2024
32;6;1;1083,821723667323;2,15582124193306e+02;Ensino Superior;Até 14 Horas;2024
33;6;1;820,137871819862;1,17546675556169e+02;Ensino Superior;Até 14 Horas;2024
35;6;1;2711,605872947388;1,06826305728964e+03;Ensino Superior;Até 14 Horas;2024
41;6;1;2064,099211164738;1,12647949492701e+03;Ensino Superior;Até 14 Horas;2024
42;6;1;1245,447757157691;3,89864970811680e+02;Ensino Superior;Até 14 Horas;2024
43;6;1;1674,008118545771;3,53180482301158e+02;Ensino Superior;Até 14 Horas;2024
50;6;1;524,775783639937;2,72565610113020e+02;Ensino Superior;Até 14 Horas;2024
51;6;1;898,133373952494;3,81327925404190e+02;Ensino Superior;Até 14 Horas;2024
52;6;1;1483,283858275983;5,47123272482322e+02;Ensino Superior;Até 14 Horas;2024
53;6;1;2974,836370620791;2,15964712342075e+03;Ensino Superior;Até 14 Horas;2024
11;7;1;906,689247835345;3,83051666101632e+02;Ensino Superior;Até 14 Horas;2024
12;7;1;1961,446257231409;1,04938753012122e+03;Ensino Superior;Até 14 Horas;2024
13;7;1;763,335826864865;3,50198514825049e+02;Ensino Superior;Até 14 Horas;2024
14;7;1;797,851216245178;2,06552368809745e+02;Ensino Superior;Até 14 Horas;2024
15;7;1;1718,239200924587;4,90101211274422e+02;Ensino Superior;Até 14 Horas;2024
16;7;1;6413,679705577313;3,74038247483069e+03;Ensino Superior;Até 14 Horas;2024
17;7;1;2083,883197517671;6,98991001205441e+02;Ensino Superior;Até 14 Horas;2024
21;7;1;3169,446376025252;7,48868869978803e+02;Ensino Superior;Até 14 Horas;2024
22;7;1;1453,930202506316;3,53994663001737e+02;Ensino Superior;Até 14 Horas;2024
23;7;1;1562,063725181479;2,72662347314332e+02;Ensino Superior;Até 14 Horas;2024
24;7;1;3403,289228751608;9,21491189909914e+02;Ensino Superior;Até 14 Horas;2024
25;7;1;3283,402057424084;1,49589174018782e+03;Ensino Superior;Até 14 Horas;2024
26;7;1;3860,492776761199;1,23479210876078e+03;Ensino Superior;Até 14 Horas;2024
27;7;1;1943,691395810491;1,03812933068390e+03;Ensino Superior;Até 14 Horas;2024
28;7;1;2563,179007556471;1,21592456529539e+03;Ensino Superior;Até 14 Horas;2024
29;7;1;2287,541870621131;7,05376791518211e+02;Ensino Superior;Até 14 Horas;2024
31;7;1;2608,179984663051;5,44611734357798e+02;Ensino Superior;Até 14 Horas;2024
32;7;1;3774,488574810678;8,68417674097973e+02;Ensino Superior;Até 14 Horas;2024
33;7;1;2551,208922912705;2,75250768756595e+02;Ensino Superior;Até 14 Horas;2024
35;7;1;3223,011459063188;3,79572608668346e+02;Ensino Superior;Até 14 Horas;2024
41;7;1;2517,723604776382;3,94601311126244e+02;Ensino Superior;Até 14 Horas;2024
42;7;1;2909,417186584931;5,12253190057673e+02;Ensino Superior;Até 14 Horas;2024
43;7;1;2959,395655962159;4,86121533382130e+02;Ensino Superior;Até 14 Horas;2024
50;7;1;1969,907445576627;6,03330347080246e+02;Ensino Superior;Até 14 Horas;2024
51;7;1;2152,870974507637;5,05698699943394e+02;Ensino Superior;Até 14 Horas;2024
52;7;1;3489,531572223522;9,51095466262476e+02;Ensino Superior;Até 14 Horas;2024
53;7;1;2921,316863539212;8,02446570591060e+02;Ensino Superior;Até 14 Horas;2024
11;1;2;1670,063867127252;1,99697651693730e+02;Sem Instrução Formal;15 até 39 Horas;2024
12;1;2;1340,952986440654;3,93184217729746e+02;Sem Instrução Formal;15 até 39 Horas;2024
13;1;2;924,035395882694;1,29965086159274e+02;Sem Instrução Formal;15 até 39 Horas;2024
14;1;2;1158,917460014557;5,69259544999964e+02;Sem Instrução Formal;15 até 39 Horas;2024
15;1;2;899,294433267180;9,82003613806457e+01;Sem Instrução Formal;15 até 39 Horas;2024
16;1;2;1217,388379921118;5,95055748095071e+02;Sem Instrução Formal;15 até 39 Horas;2024
17;1;2;663,179821147490;1,71729327641143e+02;Sem Instrução Formal;15 até 39 Horas;2024
21;1;2;594,969420506221;5,53678754947290e+01;Sem Instrução Formal;15 até 39 Horas;2024
22;1;2;548,734689877003;6,85928388108401e+01;Sem Instrução Formal;15 até 39 Horas;2024
23;1;2;577,637748509085;5,06198645997252e+01;Sem Instrução Formal;15 até 39 Horas;2024
24;1;2;907,777107662453;1,49826982064856e+02;Sem Instrução Formal;15 até 39 Horas;2024
25;1;2;719,163408126543;6,80526221825225e+01;Sem Instrução Formal;15 até 39 Horas;2024
26;1;2;678,173159405598;6,69825381587772e+01;Sem Instrução Formal;15 até 39 Horas;2024
27;1;2;813,236129372984;4,86199137929505e+01;Sem Instrução Formal;15 até 39 Horas;2024
28;1;2;718,564765677685;9,28996589118923e+01;Sem Instrução Formal;15 até 39 Horas;2024
29;1;2;721,628949385685;7,19437208555076e+01;Sem Instrução Formal;15 até 39 Horas;2024
31;1;2;1521,765620720987;4,18126959912427e+02;Sem Instrução Formal;15 até 39 Horas;2024
32;1;2;900,551200324394;1,32815850046988e+02;Sem Instrução Formal;15 até 39 Horas;2024
33;1;2;1476,378317000314;2,69313216763885e+02;Sem Instrução Formal;15 até 39 Horas;2024
35;1;2;1659,424413191770;2,52569802032585e+02;Sem Instrução Formal;15 até 39 Horas;2024
41;1;2;1232,104937688097;1,12350001479061e+02;Sem Instrução Formal;15 até 39 Horas;2024
42;1;2;1885,882156131324;4,63768972378711e+02;Sem Instrução Formal;15 até 39 Horas;2024
43;1;2;906,562185545761;1,27441277665214e+02;Sem Instrução Formal;15 até 39 Horas;2024
50;1;2;957,103117827891;8,87423728936377e+01;Sem Instrução Formal;15 até 39 Horas;2024
51;1;2;1163,563752034351;3,04933129897033e+02;Sem Instrução Formal;15 até 39 Horas;2024
52;1;2;1153,714773111320;3,08830535768483e+02;Sem Instrução Formal;15 até 39 Horas;2024
53;1;2;1411,000722437406;3,76112209992601e+02;Sem Instrução Formal;15 até 39 Horas;2024
11;2;2;1804,474620937873;1,72278539674546e+02;Ensino Fundamental;15 até 39 Horas;2024
12;2;2;954,063855479281;6,41709434850315e+01;Ensino Fundamental;15 até 39 Horas;2024
13;2;2;828,201844508566;4,07201116153743e+01;Ensino Fundamental;15 até 39 Horas;2024
14;2;2;1940,473975522980;7,20127863749811e+02;Ensino Fundamental;15 até 39 Horas;2024
15;2;2;923,848194708959;4,36639431357118e+01;Ensino Fundamental;15 até 39 Horas;2024
16;2;2;1017,854303367654;8,47145374548500e+01;Ensino Fundamental;15 até 39 Horas;2024
17;2;2;1067,754210591691;1,55195989120719e+02;Ensino Fundamental;15 até 39 Horas;2024
21;2;2;727,058279241702;3,04772835547501e+01;Ensino Fundamental;15 até 39 Horas;2024
22;2;2;800,799388412561;8,07530905226917e+01;Ensino Fundamental;15 até 39 Horas;2024
23;2;2;686,393949364915;3,81785725866008e+01;Ensino Fundamental;15 até 39 Horas;2024
24;2;2;799,813329643223;5,65629496189227e+01;Ensino Fundamental;15 até 39 Horas;2024
25;2;2;775,130876258670;3,78525391850100e+01;Ensino Fundamental;15 até 39 Horas;2024
26;2;2;820,550859633792;4,35560084479567e+01;Ensino Fundamental;15 até 39 Horas;2024
27;2;2;1004,774452261628;1,20633810662196e+02;Ensino Fundamental;15 até 39 Horas;2024
28;2;2;850,642090322496;4,63963076221159e+01;Ensino Fundamental;15 até 39 Horas;2024
29;2;2;891,472780944552;6,82673976820461e+01;Ensino Fundamental;15 até 39 Horas;2024
31;2;2;1182,495624888225;4,10349018841845e+01;Ensino Fundamental;15 até 39 Horas;2024
32;2;2;1297,335183857052;9,68597691826676e+01;Ensino Fundamental;15 até 39 Horas;2024
33;2;2;1249,583429477927;6,15249373959391e+01;Ensino Fundamental;15 até 39 Horas;2024
35;2;2;1538,072521329580;1,29236377610454e+02;Ensino Fundamental;15 até 39 Horas;2024
41;2;2;1629,851336361028;2,12558674352773e+02;Ensino Fundamental;15 até 39 Horas;2024
42;2;2;1442,469397201726;6,34567052153721e+01;Ensino Fundamental;15 até 39 Horas;2024
43;2;2;1327,388943740664;7,30463757096809e+01;Ensino Fundamental;15 até 39 Horas;2024
50;2;2;1104,092100302040;6,76414950182332e+01;Ensino Fundamental;15 até 39 Horas;2024
51;2;2;1563,378639976185;1,07022373408511e+02;Ensino Fundamental;15 até 39 Horas;2024
52;2;2;1352,015641008042;9,19980854515774e+01;Ensino Fundamental;15 até 39 Horas;2024
53;2;2;1302,766603910866;8,81876149766547e+01;Ensino Fundamental;15 até 39 Horas;2024
11;3;2;1437,534049180015;1,70093968346054e+02;Ensino Fundamental;15 até 39 Horas;2024
12;3;2;1114,839490258259;1,41502517652078e+02;Ensino Fundamental;15 até 39 Horas;2024
13;3;2;985,823748244730;1,19511606782812e+02;Ensino Fundamental;15 até 39 Horas;2024
14;3;2;1142,339933884763;1,18017764267320e+02;Ensino Fundamental;15 até 39 Horas;2024
15;3;2;1096,250200687652;1,15117012133859e+02;Ensino Fundamental;15 até 39 Horas;2024
16;3;2;1119,374654164534;1,22910682436058e+02;Ensino Fundamental;15 até 39 Horas;2024
17;3;2;1150,321888779573;1,56978047044713e+02;Ensino Fundamental;15 até 39 Horas;2024
21;3;2;825,193463142140;4,52674938493617e+01;Ensino Fundamental;15 até 39 Horas;2024
22;3;2;962,958049234973;1,22587673126708e+02;Ensino Fundamental;15 até 39 Horas;2024
23;3;2;732,884557615114;7,18786576063381e+01;Ensino Fundamental;15 até 39 Horas;2024
24;3;2;747,953868966330;8,33500088483258e+01;Ensino Fundamental;15 até 39 Horas;2024
25;3;2;819,572968914532;1,30428842267880e+02;Ensino Fundamental;15 até 39 Horas;2024
26;3;2;778,628437054060;5,94733950072903e+01;Ensino Fundamental;15 até 39 Horas;2024
27;3;2;1013,542191184838;6,74030963781092e+01;Ensino Fundamental;15 até 39 Horas;2024
28;3;2;883,909540085074;7,09511588701117e+01;Ensino Fundamental;15 até 39 Horas;2024
29;3;2;1573,050468796011;5,04802578447309e+02;Ensino Fundamental;15 até 39 Horas;2024
31;3;2;1297,543224642656;9,17825256118801e+01;Ensino Fundamental;15 até 39 Horas;2024
32;3;2;1484,175511739770;1,91357206625281e+02;Ensino Fundamental;15 até 39 Horas;2024
33;3;2;1352,600926079765;8,49966645737943e+01;Ensino Fundamental;15 até 39 Horas;2024
35;3;2;1726,402342442870;1,81617319661113e+02;Ensino Fundamental;15 até 39 Horas;2024
41;3;2;1710,046192415411;2,14003493991469e+02;Ensino Fundamental;15 até 39 Horas;2024
42;3;2;1505,567546022153;6,60548813624569e+01;Ensino Fundamental;15 até 39 Horas;2024
43;3;2;1492,443313806544;1,14482069511512e+02;Ensino Fundamental;15 até 39 Horas;2024
50;3;2;1272,299301191540;1,80543768013217e+02;Ensino Fundamental;15 até 39 Horas;2024
51;3;2;1474,359339899518;1,70478113438384e+02;Ensino Fundamental;15 até 39 Horas;2024
52;3;2;1845,468542347666;2,62663511483664e+02;Ensino Fundamental;15 até 39 Horas;2024
53;3;2;1203,127995018839;1,26694966598014e+02;Ensino Fundamental;15 até 39 Horas;2024
11;4;2;1237,849382020779;1,44941829222137e+02;Ensino Médio;15 até 39 Horas;2024
12;4;2;1048,501290836070;1,25139109907810e+02;Ensino Médio;15 até 39 Horas;2024
13;4;2;839,335613421071;5,58557661417287e+01;Ensino Médio;15 até 39 Horas;2024
14;4;2;1225,893086123915;3,38984847698237e+02;Ensino Médio;15 até 39 Horas;2024
15;4;2;866,183996858249;6,01693589337027e+01;Ensino Médio;15 até 39 Horas;2024
16;4;2;1301,452521092267;3,36404794115343e+02;Ensino Médio;15 até 39 Horas;2024
17;4;2;1282,231879152765;2,42298814840834e+02;Ensino Médio;15 até 39 Horas;2024
21;4;2;725,831985465967;4,58998712628590e+01;Ensino Médio;15 até 39 Horas;2024
22;4;2;767,589560182354;7,12514286202325e+01;Ensino Médio;15 até 39 Horas;2024
23;4;2;758,208696086260;6,16688850290125e+01;Ensino Médio;15 até 39 Horas;2024
24;4;2;1060,901851662553;1,26449715195414e+02;Ensino Médio;15 até 39 Horas;2024
25;4;2;1072,454519327360;1,94955716461972e+02;Ensino Médio;15 até 39 Horas;2024
26;4;2;1009,241668000459;8,96950811787819e+01;Ensino Médio;15 até 39 Horas;2024
27;4;2;893,440577253705;7,66027191657354e+01;Ensino Médio;15 até 39 Horas;2024
28;4;2;695,043534435777;5,98005581665437e+01;Ensino Médio;15 até 39 Horas;2024
29;4;2;939,145325713377;1,97385801692135e+02;Ensino Médio;15 até 39 Horas;2024
31;4;2;1238,255623344879;7,61335541424478e+01;Ensino Médio;15 até 39 Horas;2024
32;4;2;1172,857337167143;8,17977625010141e+01;Ensino Médio;15 até 39 Horas;2024
33;4;2;1186,590498451384;1,22928852996812e+02;Ensino Médio;15 até 39 Horas;2024
35;4;2;1182,100146640624;5,35810110783371e+01;Ensino Médio;15 até 39 Horas;2024
41;4;2;1477,929056768153;1,41898805918027e+02;Ensino Médio;15 até 39 Horas;2024
42;4;2;1285,830076084097;8,25765537750314e+01;Ensino Médio;15 até 39 Horas;2024
43;4;2;1411,330224677319;1,31362163930751e+02;Ensino Médio;15 até 39 Horas;2024
50;4;2;1202,998202347317;7,75898579350626e+01;Ensino Médio;15 até 39 Horas;2024
51;4;2;1416,925224920315;2,12527567435575e+02;Ensino Médio;15 até 39 Horas;2024
52;4;2;1117,796179488441;7,70350439332119e+01;Ensino Médio;15 até 39 Horas;2024
53;4;2;1222,486094456927;1,51712035297775e+02;Ensino Médio;15 até 39 Horas;2024
11;5;2;2369,433300578504;2,02586038356776e+02;Ensino Médio;15 até 39 Horas;2024
12;5;2;1546,414404693343;1,09096978735074e+02;Ensino Médio;15 até 39 Horas;2024
13;5;2;1395,934213715195;9,00131108267218e+01;Ensino Médio;15 até 39 Horas;2024
14;5;2;1718,613756869273;1,27966152084088e+02;Ensino Médio;15 até 39 Horas;2024
15;5;2;1445,492516590693;7,42361764988937e+01;Ensino Médio;15 até 39 Horas;2024
16;5;2;2428,324987602314;4,40616395706145e+02;Ensino Médio;15 até 39 Horas;2024
