UF;escolaridade;horas_trabalhadas;renda_bruta;se;escolaridade_adj;faixa_horas_trabalhadas;ano
21;2;4;1258,996825003150;9,76787001791859e+01;Ensino Fundamental;44 até 48 Horas;2023
22;2;4;1501,862981741346;1,57468189843841e+02;Ensino Fundamental;44 até 48 Horas;2023
23;2;4;1443,128687047008;1,13455487729508e+02;Ensino Fundamental;44 até 48 Horas;2023
24;2;4;1403,726247101068;7,74127240460716e+01;Ensino Fundamental;44 até 48 Horas;2023
25;2;4;1315,200270816052;1,12472712410090e+02;Ensino Fundamental;44 até 48 Horas;2023
26;2;4;1204,423961000619;3,97998698532763e+01;Ensino Fundamental;44 até 48 Horas;2023
27;2;4;1302,600310766724;4,73774188323678e+01;Ensino Fundamental;44 até 48 Horas;2023
28;2;4;1235,643099937177;1,28594179737183e+02;Ensino Fundamental;44 até 48 Horas;2023
29;2;4;1396,976238914577;1,00131058248662e+02;Ensino Fundamental;44 até 48 Horas;2023
31;2;4;1844,889577957326;7,79579222947279e+01;Ensino Fundamental;44 até 48 Horas;2023
32;2;4;2150,155832160585;1,40226592151500e+02;Ensino Fundamental;44 até 48 Horas;2023
33;2;4;1912,488979631473;1,31588764961017e+02;Ensino Fundamental;44 até 48 Horas;2023
35;2;4;2061,108800245964;7,02736651564457e+01;Ensino Fundamental;44 até 48 Horas;2023
41;2;4;2184,997637900065;1,14982592342676e+02;Ensino Fundamental;44 até 48 Horas;2023
42;2;4;2361,736358634474;1,36755671959054e+02;Ensino Fundamental;44 até 48 Horas;2023
43;2;4;2179,566855431967;1,35978682501748e+02;Ensino Fundamental;44 até 48 Horas;2023
50;2;4;2972,283610046062;5,51858383056964e+02;Ensino Fundamental;44 até 48 Horas;2023
51;2;4;3334,475679164808;4,32329231885016e+02;Ensino Fundamental;44 até 48 Horas;2023
52;2;4;2604,893694362874;6,33100124972867e+02;Ensino Fundamental;44 até 48 Horas;2023
53;2;4;1806,175228868097;1,20235665816511e+02;Ensino Fundamental;44 até 48 Horas;2023
11;3;4;2193,951780255008;2,92563499213014e+02;Ensino Fundamental;44 até 48 Horas;2023
12;3;4;1493,924897660264;2,32851399587754e+02;Ensino Fundamental;44 até 48 Horas;2023
13;3;4;2000,862884965621;4,34057637191353e+02;Ensino Fundamental;44 até 48 Horas;2023
14;3;4;1509,619444091517;2,01014783522475e+02;Ensino Fundamental;44 até 48 Horas;2023
15;3;4;1633,334071389068;1,07172089390324e+02;Ensino Fundamental;44 até 48 Horas;2023
16;3;4;1618,533939289622;3,61970461281002e+02;Ensino Fundamental;44 até 48 Horas;2023
17;3;4;1899,461706872464;2,19813001551722e+02;Ensino Fundamental;44 até 48 Horas;2023
21;3;4;1419,706063936687;1,25724179151023e+02;Ensino Fundamental;44 até 48 Horas;2023
22;3;4;1796,142185636081;6,07539195652571e+02;Ensino Fundamental;44 até 48 Horas;2023
23;3;4;1453,933583503559;1,00090368690157e+02;Ensino Fundamental;44 até 48 Horas;2023
24;3;4;1398,073515113987;1,36505747503354e+02;Ensino Fundamental;44 até 48 Horas;2023
25;3;4;1587,900546371148;2,82069939589953e+02;Ensino Fundamental;44 até 48 Horas;2023
26;3;4;4553,530315014116;1,87331963115976e+03;Ensino Fundamental;44 até 48 Horas;2023
27;3;4;1395,270990081271;1,25120543180565e+02;Ensino Fundamental;44 até 48 Horas;2023
28;3;4;1614,580457876676;2,70263393227067e+02;Ensino Fundamental;44 até 48 Horas;2023
29;3;4;1289,639681183302;1,09593103800610e+02;Ensino Fundamental;44 até 48 Horas;2023
31;3;4;1863,276203443640;1,12502811000679e+02;Ensino Fundamental;44 até 48 Horas;2023
32;3;4;2179,053956722734;4,99829909261484e+02;Ensino Fundamental;44 até 48 Horas;2023
33;3;4;1903,020086003609;1,01205562296532e+02;Ensino Fundamental;44 até 48 Horas;2023
35;3;4;2243,648229030921;1,45880936026489e+02;Ensino Fundamental;44 até 48 Horas;2023
41;3;4;2313,929026212639;1,82855261957083e+02;Ensino Fundamental;44 até 48 Horas;2023
42;3;4;2295,372752177252;1,78954729558242e+02;Ensino Fundamental;44 até 48 Horas;2023
43;3;4;2195,139706338902;1,63000217783257e+02;Ensino Fundamental;44 até 48 Horas;2023
50;3;4;2217,483724222259;1,99122117373759e+02;Ensino Fundamental;44 até 48 Horas;2023
51;3;4;2361,841435211030;2,92399340771057e+02;Ensino Fundamental;44 até 48 Horas;2023
52;3;4;2106,888987796598;3,45759648004785e+02;Ensino Fundamental;44 até 48 Horas;2023
53;3;4;3148,930106769204;7,95241322044106e+02;Ensino Fundamental;44 até 48 Horas;2023
11;4;4;1697,573900667761;1,55141110949840e+02;Ensino Médio;44 até 48 Horas;2023
12;4;4;1599,359665282354;3,06631398628960e+02;Ensino Médio;44 até 48 Horas;2023
13;4;4;1664,238160535414;3,13688149272201e+02;Ensino Médio;44 até 48 Horas;2023
14;4;4;2243,228164903850;7,36667922214624e+02;Ensino Médio;44 até 48 Horas;2023
15;4;4;1613,081425779482;1,86602293018686e+02;Ensino Médio;44 até 48 Horas;2023
16;4;4;1142,760556952984;1,56960167199309e+02;Ensino Médio;44 até 48 Horas;2023
17;4;4;2660,237289717275;4,65794689725129e+02;Ensino Médio;44 até 48 Horas;2023
21;4;4;1476,514699808359;2,93177682389564e+02;Ensino Médio;44 até 48 Horas;2023
22;4;4;1712,124458243552;2,22901421982243e+02;Ensino Médio;44 até 48 Horas;2023
23;4;4;1220,771313738847;1,59230601258454e+02;Ensino Médio;44 até 48 Horas;2023
24;4;4;2057,447772895297;2,88094112191169e+02;Ensino Médio;44 até 48 Horas;2023
25;4;4;1519,364387080615;4,00068013721664e+02;Ensino Médio;44 até 48 Horas;2023
26;4;4;1307,850301612344;7,45716972980588e+01;Ensino Médio;44 até 48 Horas;2023
27;4;4;1305,536254496428;8,61015761990019e+01;Ensino Médio;44 até 48 Horas;2023
28;4;4;1271,072027500939;1,07502757216749e+02;Ensino Médio;44 até 48 Horas;2023
29;4;4;1498,502205384208;1,15071568710828e+02;Ensino Médio;44 até 48 Horas;2023
31;4;4;1797,440608407839;1,00038312621100e+02;Ensino Médio;44 até 48 Horas;2023
32;4;4;2051,128444784294;1,51643175928879e+02;Ensino Médio;44 até 48 Horas;2023
33;4;4;1762,491352113604;1,18429390752231e+02;Ensino Médio;44 até 48 Horas;2023
35;4;4;2029,731558604829;1,34100047448924e+02;Ensino Médio;44 até 48 Horas;2023
41;4;4;2208,034698146761;1,78846916264295e+02;Ensino Médio;44 até 48 Horas;2023
42;4;4;2320,441661492317;2,68776292022224e+02;Ensino Médio;44 até 48 Horas;2023
43;4;4;2545,985712304608;4,07717785839611e+02;Ensino Médio;44 até 48 Horas;2023
50;4;4;2986,476338649627;8,69297424737965e+02;Ensino Médio;44 até 48 Horas;2023
51;4;4;2365,669136235633;1,40263766739246e+02;Ensino Médio;44 até 48 Horas;2023
52;4;4;1938,082290607068;1,13463486772864e+02;Ensino Médio;44 até 48 Horas;2023
53;4;4;1892,891342308206;1,74859969247509e+02;Ensino Médio;44 até 48 Horas;2023
11;5;4;3037,600540686127;4,13798504678160e+02;Ensino Médio;44 até 48 Horas;2023
12;5;4;2214,736701628547;2,85230101708144e+02;Ensino Médio;44 até 48 Horas;2023
13;5;4;2053,267850586458;2,57044383832030e+02;Ensino Médio;44 até 48 Horas;2023
14;5;4;2046,258027609743;2,11934668494500e+02;Ensino Médio;44 até 48 Horas;2023
15;5;4;2162,263564851236;1,15143392440007e+02;Ensino Médio;44 até 48 Horas;2023
16;5;4;1929,134776811626;2,41500945964092e+02;Ensino Médio;44 até 48 Horas;2023
17;5;4;2618,270737231470;4,13941753878304e+02;Ensino Médio;44 até 48 Horas;2023
21;5;4;1637,258470487047;8,50678711502659e+01;Ensino Médio;44 até 48 Horas;2023
22;5;4;1542,248027961809;1,05243906204971e+02;Ensino Médio;44 até 48 Horas;2023
23;5;4;1661,564389789884;9,10197809141998e+01;Ensino Médio;44 até 48 Horas;2023
24;5;4;1638,789545752048;1,27121172816240e+02;Ensino Médio;44 até 48 Horas;2023
25;5;4;1654,848461201012;1,17171840462809e+02;Ensino Médio;44 até 48 Horas;2023
26;5;4;1928,310370113071;1,80849868568380e+02;Ensino Médio;44 até 48 Horas;2023
27;5;4;1737,557257304746;9,81772210272037e+01;Ensino Médio;44 até 48 Horas;2023
28;5;4;1918,687179007444;1,95304784836874e+02;Ensino Médio;44 até 48 Horas;2023
29;5;4;1792,313733968410;8,79142383518110e+01;Ensino Médio;44 até 48 Horas;2023
31;5;4;2131,596206769241;1,05644721125096e+02;Ensino Médio;44 até 48 Horas;2023
32;5;4;2386,862557065429;1,40722941531614e+02;Ensino Médio;44 até 48 Horas;2023
33;5;4;2416,719342343583;1,04728291483312e+02;Ensino Médio;44 até 48 Horas;2023
35;5;4;2303,759035584178;5,38114375270712e+01;Ensino Médio;44 até 48 Horas;2023
41;5;4;3056,641067492660;4,82677857708609e+02;Ensino Médio;44 até 48 Horas;2023
42;5;4;2779,272422638515;1,28206324491656e+02;Ensino Médio;44 até 48 Horas;2023
43;5;4;2791,666744942389;1,87641066210135e+02;Ensino Médio;44 até 48 Horas;2023
50;5;4;2926,137775911211;1,87628770631553e+02;Ensino Médio;44 até 48 Horas;2023
51;5;4;2676,768983288227;1,54140872165882e+02;Ensino Médio;44 até 48 Horas;2023
52;5;4;2386,867271455134;2,77889021086090e+02;Ensino Médio;44 até 48 Horas;2023
53;5;4;2449,476410303364;2,45807066650648e+02;Ensino Médio;44 até 48 Horas;2023
11;6;4;1946,415166301551;1,91570265885531e+02;Ensino Superior;44 até 48 Horas;2023
12;6;4;1612,863679468690;3,19800347235907e+02;Ensino Superior;44 até 48 Horas;2023
13;6;4;1922,132625956790;3,09706961403681e+02;Ensino Superior;44 até 48 Horas;2023
14;6;4;2247,785448705247;4,94844528414856e+02;Ensino Superior;44 até 48 Horas;2023
15;6;4;2031,236263739554;2,88586449244690e+02;Ensino Superior;44 até 48 Horas;2023
16;6;4;1313,743799125527;5,68162349201106e+00;Ensino Superior;44 até 48 Horas;2023
17;6;4;2007,345300822161;3,68000832106624e+02;Ensino Superior;44 até 48 Horas;2023
21;6;4;2912,172107606286;5,40680414993179e+02;Ensino Superior;44 até 48 Horas;2023
22;6;4;1383,111543591414;5,65437714373155e+01;Ensino Superior;44 até 48 Horas;2023
23;6;4;2071,554316059030;3,41130437150456e+02;Ensino Superior;44 até 48 Horas;2023
24;6;4;1330,019145587590;1,97462834018168e+02;Ensino Superior;44 até 48 Horas;2023
25;6;4;4193,830553094227;9,76255888390382e+02;Ensino Superior;44 até 48 Horas;2023
26;6;4;2215,093960745794;3,24255873215926e+02;Ensino Superior;44 até 48 Horas;2023
27;6;4;2246,127218287694;2,69185220461076e+02;Ensino Superior;44 até 48 Horas;2023
28;6;4;1579,503046921209;3,18976485984270e+02;Ensino Superior;44 até 48 Horas;2023
29;6;4;1887,041827631310;2,95641437201448e+02;Ensino Superior;44 até 48 Horas;2023
31;6;4;2346,136466560048;3,72090033514564e+02;Ensino Superior;44 até 48 Horas;2023
32;6;4;3202,848973757816;6,08975422949886e+02;Ensino Superior;44 até 48 Horas;2023
33;6;4;3025,856204768538;2,43621099469924e+02;Ensino Superior;44 até 48 Horas;2023
35;6;4;2848,714813680773;2,01601190992071e+02;Ensino Superior;44 até 48 Horas;2023
41;6;4;2516,963306356281;4,99545342232316e+02;Ensino Superior;44 até 48 Horas;2023
42;6;4;3074,161412897613;3,25521693704191e+02;Ensino Superior;44 até 48 Horas;2023
43;6;4;2911,432955379372;3,43211012337493e+02;Ensino Superior;44 até 48 Horas;2023
50;6;4;3457,790924390425;3,93083607262838e+02;Ensino Superior;44 até 48 Horas;2023
51;6;4;2681,319228569857;3,81046595392390e+02;Ensino Superior;44 até 48 Horas;2023
52;6;4;2653,058828866041;3,70869107333995e+02;Ensino Superior;44 até 48 Horas;2023
53;6;4;3000,263775826298;8,41095695472771e+02;Ensino Superior;44 até 48 Horas;2023
11;7;4;7849,651993340052;2,35919857228788e+03;Ensino Superior;44 até 48 Horas;2023
12;7;4;3131,585691780283;6,14624181842127e+02;Ensino Superior;44 até 48 Horas;2023
13;7;4;4692,424903163103;1,25370089859291e+03;Ensino Superior;44 até 48 Horas;2023
14;7;4;6927,523303631777;1,66830795344039e+03;Ensino Superior;44 até 48 Horas;2023
15;7;4;5853,024674028869;9,28429428547566e+02;Ensino Superior;44 até 48 Horas;2023
16;7;4;3067,735538909441;6,01122074428258e+02;Ensino Superior;44 até 48 Horas;2023
17;7;4;3937,813776733846;6,39705195554348e+02;Ensino Superior;44 até 48 Horas;2023
21;7;4;5012,509582130013;5,44677482002024e+02;Ensino Superior;44 até 48 Horas;2023
22;7;4;3185,742359473995;4,24657674477287e+02;Ensino Superior;44 até 48 Horas;2023
23;7;4;4233,679021331895;7,34098891756119e+02;Ensino Superior;44 até 48 Horas;2023
24;7;4;6783,301072740927;1,77967085631322e+03;Ensino Superior;44 até 48 Horas;2023
25;7;4;4263,305469964672;9,93649337505967e+02;Ensino Superior;44 até 48 Horas;2023
26;7;4;5208,764686502747;1,51203394787482e+03;Ensino Superior;44 até 48 Horas;2023
27;7;4;4413,829774583352;6,50797879339920e+02;Ensino Superior;44 até 48 Horas;2023
28;7;4;3893,155826729459;4,45307163574178e+02;Ensino Superior;44 até 48 Horas;2023
29;7;4;2902,301232129437;4,19157721122117e+02;Ensino Superior;44 até 48 Horas;2023
31;7;4;5059,012419849661;4,82518709717403e+02;Ensino Superior;44 até 48 Horas;2023
32;7;4;4620,116015058727;3,81347240279302e+02;Ensino Superior;44 até 48 Horas;2023
33;7;4;6113,453731428594;5,59296369875328e+02;Ensino Superior;44 até 48 Horas;2023
35;7;4;8533,417315154295;9,66038380796981e+02;Ensino Superior;44 até 48 Horas;2023
41;7;4;6497,637784150700;1,11781096527883e+03;Ensino Superior;44 até 48 Horas;2023
42;7;4;6452,228823642820;5,91183299596552e+02;Ensino Superior;44 até 48 Horas;2023
43;7;4;4241,258796759703;3,61874298943263e+02;Ensino Superior;44 até 48 Horas;2023
50;7;4;5519,427891207020;6,64224800331239e+02;Ensino Superior;44 até 48 Horas;2023
51;7;4;4926,668955085768;5,63931943840134e+02;Ensino Superior;44 até 48 Horas;2023
52;7;4;6190,783927940898;1,93170517130897e+03;Ensino Superior;44 até 48 Horas;2023
53;7;4;7048,333693689201;1,06690679762883e+03;Ensino Superior;44 até 48 Horas;2023
11;1;5;5031,646369760710;1,99527835284988e+03;Sem Instrução Formal;49 Horas +;2023
12;1;5;772,696690611072;2,33637377696399e+02;Sem Instrução Formal;49 Horas +;2023
13;1;5;1166,727358145605;2,08587771316055e+02;Sem Instrução Formal;49 Horas +;2023
14;1;5;1273,638629182796;2,59975000500626e+02;Sem Instrução Formal;49 Horas +;2023
15;1;5;1090,768515964595;1,52552121211586e+02;Sem Instrução Formal;49 Horas +;2023
16;1;5;1360,584468281225;2,04655293095312e+02;Sem Instrução Formal;49 Horas +;2023
17;1;5;1282,004904330218;2,64738321589319e+02;Sem Instrução Formal;49 Horas +;2023
21;1;5;1067,261839998086;1,20083810481255e+02;Sem Instrução Formal;49 Horas +;2023
22;1;5;1058,259428061835;5,32177805126695e+02;Sem Instrução Formal;49 Horas +;2023
23;1;5;807,282969821607;8,03769873838597e+01;Sem Instrução Formal;49 Horas +;2023
24;1;5;2049,418512953864;1,18526815232502e+03;Sem Instrução Formal;49 Horas +;2023
25;1;5;998,196115753809;1,78096381091109e+02;Sem Instrução Formal;49 Horas +;2023
26;1;5;1254,961446849716;2,93650741541540e+02;Sem Instrução Formal;49 Horas +;2023
27;1;5;1152,826248454280;2,65524966595950e+02;Sem Instrução Formal;49 Horas +;2023
28;1;5;1289,060435651745;3,01419451277301e+02;Sem Instrução Formal;49 Horas +;2023
29;1;5;1594,289495809188;6,49126408051638e+02;Sem Instrução Formal;49 Horas +;2023
31;1;5;1980,915340312166;5,95272920951066e+02;Sem Instrução Formal;49 Horas +;2023
32;1;5;3173,820079871538;2,16283258917842e+03;Sem Instrução Formal;49 Horas +;2023
33;1;5;2196,585800364726;3,51517495678372e+02;Sem Instrução Formal;49 Horas +;2023
35;1;5;2019,615420633588;3,64647392769382e+02;Sem Instrução Formal;49 Horas +;2023
41;1;5;2700,245729324567;4,68877321895937e+02;Sem Instrução Formal;49 Horas +;2023
42;1;5;1982,424554568520;1,57007192448419e+02;Sem Instrução Formal;49 Horas +;2023
43;1;5;2209,945080214382;6,99337098488889e+02;Sem Instrução Formal;49 Horas +;2023
50;1;5;1727,795796987484;2,30151625900163e+02;Sem Instrução Formal;49 Horas +;2023
51;1;5;2251,853748741441;3,93816000082439e+02;Sem Instrução Formal;49 Horas +;2023
52;1;5;2264,182770453721;5,60091830839805e+02;Sem Instrução Formal;49 Horas +;2023
53;1;5;1530,743304932462;3,69733496172260e+02;Sem Instrução Formal;49 Horas +;2023
11;2;5;3099,580918581976;4,34248593180478e+02;Ensino Fundamental;49 Horas +;2023
12;2;5;1082,152306802742;3,32810181489034e+02;Ensino Fundamental;49 Horas +;2023
13;2;5;1425,662044283733;2,29409702714946e+02;Ensino Fundamental;49 Horas +;2023
14;2;5;3495,376512242971;7,80613609455953e+02;Ensino Fundamental;49 Horas +;2023
15;2;5;1859,416519549758;1,98634790546325e+02;Ensino Fundamental;49 Horas +;2023
16;2;5;1312,103248160476;1,24674371758139e+02;Ensino Fundamental;49 Horas +;2023
17;2;5;2736,994498132321;5,77776919493864e+02;Ensino Fundamental;49 Horas +;2023
21;2;5;1594,711715080754;3,03984090371826e+02;Ensino Fundamental;49 Horas +;2023
22;2;5;1522,491100545280;2,81640200770952e+02;Ensino Fundamental;49 Horas +;2023
23;2;5;1295,756162125246;1,17243930195059e+02;Ensino Fundamental;49 Horas +;2023
24;2;5;1661,412587164366;1,68278141704696e+02;Ensino Fundamental;49 Horas +;2023
25;2;5;1265,605657653514;8,45233077245872e+01;Ensino Fundamental;49 Horas +;2023
26;2;5;1206,670664975954;8,18813456988908e+01;Ensino Fundamental;49 Horas +;2023
27;2;5;1500,133581971269;1,49725960333539e+02;Ensino Fundamental;49 Horas +;2023
28;2;5;1174,739944039190;9,17645996794943e+01;Ensino Fundamental;49 Horas +;2023
29;2;5;1556,823046819070;1,57796502487290e+02;Ensino Fundamental;49 Horas +;2023
31;2;5;2185,721136185792;1,74897992292642e+02;Ensino Fundamental;49 Horas +;2023
32;2;5;3062,962070911762;7,65935541215702e+02;Ensino Fundamental;49 Horas +;2023
33;2;5;2254,300986164013;1,95721819434180e+02;Ensino Fundamental;49 Horas +;2023
35;2;5;2394,907804767717;1,98099734014406e+02;Ensino Fundamental;49 Horas +;2023
41;2;5;2876,161146030388;3,96857225553110e+02;Ensino Fundamental;49 Horas +;2023
42;2;5;2999,484582641789;1,66994206626781e+02;Ensino Fundamental;49 Horas +;2023
43;2;5;3148,141902978607;2,23923380969776e+02;Ensino Fundamental;49 Horas +;2023
50;2;5;5942,003829388158;2,28304702225636e+03;Ensino Fundamental;49 Horas +;2023
51;2;5;4034,211995830523;5,70099504110198e+02;Ensino Fundamental;49 Horas +;2023
52;2;5;2822,967760179882;2,94552492508704e+02;Ensino Fundamental;49 Horas +;2023
53;2;5;2252,292482719728;2,71588387945276e+02;Ensino Fundamental;49 Horas +;2023
11;3;5;2551,147630819396;3,65751985319444e+02;Ensino Fundamental;49 Horas +;2023
12;3;5;2038,787809338256;1,14941812676554e+03;Ensino Fundamental;49 Horas +;2023
13;3;5;1518,321699784637;2,07413467353314e+02;Ensino Fundamental;49 Horas +;2023
14;3;5;3848,774483848307;1,68074453887387e+03;Ensino Fundamental;49 Horas +;2023
15;3;5;1992,173551653284;1,95705688315320e+02;Ensino Fundamental;49 Horas +;2023
16;3;5;1632,779767761705;3,18439209005970e+02;Ensino Fundamental;49 Horas +;2023
17;3;5;8017,654324257882;3,36407243881969e+03;Ensino Fundamental;49 Horas +;2023
21;3;5;2158,671940004902;5,79316677776575e+02;Ensino Fundamental;49 Horas +;2023
22;3;5;1514,387632588470;2,32926294436053e+02;Ensino Fundamental;49 Horas +;2023
23;3;5;1604,367473392328;2,19291895822650e+02;Ensino Fundamental;49 Horas +;2023
24;3;5;1353,300134373636;2,27267732982699e+02;Ensino Fundamental;49 Horas +;2023
25;3;5;1941,303414155768;4,69711647742214e+02;Ensino Fundamental;49 Horas +;2023
26;3;5;1618,615423444995;2,82683167790436e+02;Ensino Fundamental;49 Horas +;2023
27;3;5;1479,558966896666;1,42699985255953e+02;Ensino Fundamental;49 Horas +;2023
28;3;5;1491,875173598189;2,32086783482849e+02;Ensino Fundamental;49 Horas +;2023
29;3;5;1423,749094710787;1,58908404803549e+02;Ensino Fundamental;49 Horas +;2023
31;3;5;2358,385983880398;2,17328217160768e+02;Ensino Fundamental;49 Horas +;2023
32;3;5;2705,170951279866;6,39529553035432e+02;Ensino Fundamental;49 Horas +;2023
33;3;5;2110,949554688847;1,37581260067355e+02;Ensino Fundamental;49 Horas +;2023
35;3;5;2553,052097308616;1,77070616278393e+02;Ensino Fundamental;49 Horas +;2023
41;3;5;3657,446848583744;6,36770275190081e+02;Ensino Fundamental;49 Horas +;2023
42;3;5;2879,993529358596;1,63484376578774e+02;Ensino Fundamental;49 Horas +;2023
43;3;5;2800,122835335304;1,92272176368430e+02;Ensino Fundamental;49 Horas +;2023
50;3;5;2428,206858167833;2,59138854703704e+02;Ensino Fundamental;49 Horas +;2023
51;3;5;3052,210002444093;4,13221467024893e+02;Ensino Fundamental;49 Horas +;2023
52;3;5;2470,482119804085;3,66573736760119e+02;Ensino Fundamental;49 Horas +;2023
53;3;5;3111,958701281232;5,46123743110839e+02;Ensino Fundamental;49 Horas +;2023
11;4;5;2955,495504105719;4,55970527567959e+02;Ensino Médio;49 Horas +;2023
12;4;5;1562,956050308550;1,00728958137342e+03;Ensino Médio;49 Horas +;2023
13;4;5;1747,924706616620;4,69672117538799e+02;Ensino Médio;49 Horas +;2023
14;4;5;1773,461819741395;3,04620654733166e+02;Ensino Médio;49 Horas +;2023
15;4;5;1942,628023525750;3,12689001075671e+02;Ensino Médio;49 Horas +;2023
16;4;5;1986,574979943195;7,94719464447137e+02;Ensino Médio;49 Horas +;2023
17;4;5;1876,756161294294;3,24152176512558e+02;Ensino Médio;49 Horas +;2023
21;4;5;1190,307475212555;1,85273701347718e+02;Ensino Médio;49 Horas +;2023
22;4;5;1494,991097777959;2,05051229939023e+02;Ensino Médio;49 Horas +;2023
23;4;5;1229,130219900641;2,75876197944996e+02;Ensino Médio;49 Horas +;2023
24;4;5;3566,800936252749;1,79264498392619e+03;Ensino Médio;49 Horas +;2023
25;4;5;1637,109924931797;3,55490522339374e+02;Ensino Médio;49 Horas +;2023
26;4;5;1635,586514606718;2,58532362272872e+02;Ensino Médio;49 Horas +;2023
27;4;5;1354,277250272904;8,36867546501849e+01;Ensino Médio;49 Horas +;2023
28;4;5;2199,196310789727;8,71576770963997e+02;Ensino Médio;49 Horas +;2023
29;4;5;2343,580630947021;5,06417673137184e+02;Ensino Médio;49 Horas +;2023
31;4;5;2665,306297803803;2,51082421871344e+02;Ensino Médio;49 Horas +;2023
32;4;5;2224,026194318887;3,71567126930501e+02;Ensino Médio;49 Horas +;2023
33;4;5;2355,761534593174;2,43518645006281e+02;Ensino Médio;49 Horas +;2023
35;4;5;2685,596911116960;3,19131032645492e+02;Ensino Médio;49 Horas +;2023
41;4;5;3500,046975974200;4,60174069170953e+02;Ensino Médio;49 Horas +;2023
42;4;5;3456,930272047658;3,33996720195247e+02;Ensino Médio;49 Horas +;2023
43;4;5;3136,714617444436;3,23059442000264e+02;Ensino Médio;49 Horas +;2023
50;4;5;2786,956040189017;4,20522796367239e+02;Ensino Médio;49 Horas +;2023
51;4;5;4427,899137233826;8,39909644737445e+02;Ensino Médio;49 Horas +;2023
52;4;5;2807,744081753081;3,93707994073767e+02;Ensino Médio;49 Horas +;2023
53;4;5;2510,817337658192;4,26775302753522e+02;Ensino Médio;49 Horas +;2023
11;5;5;3625,319306905395;5,75043077127357e+02;Ensino Médio;49 Horas +;2023
12;5;5;3143,789435133783;8,89846236781998e+02;Ensino Médio;49 Horas +;2023
13;5;5;1812,236131817466;1,29024044910483e+02;Ensino Médio;49 Horas +;2023
14;5;5;1928,567826564769;2,29672539439397e+02;Ensino Médio;49 Horas +;2023
15;5;5;2347,568918585007;1,51785470089401e+02;Ensino Médio;49 Horas +;2023
16;5;5;1899,157895061439;1,62313042184481e+02;Ensino Médio;49 Horas +;2023
17;5;5;3060,320317570321;5,34140664769145e+02;Ensino Médio;49 Horas +;2023
21;5;5;2662,113120179220;3,26516685021670e+02;Ensino Médio;49 Horas +;2023
22;5;5;1925,659466165007;1,41390506403599e+02;Ensino Médio;49 Horas +;2023
23;5;5;1939,191959189619;1,26048165120999e+02;Ensino Médio;49 Horas +;2023
24;5;5;2101,511902233260;2,54029780324637e+02;Ensino Médio;49 Horas +;2023
25;5;5;4199,563231467871;1,75437406205347e+03;Ensino Médio;49 Horas +;2023
26;5;5;2279,469403412756;1,80367047871974e+02;Ensino Médio;49 Horas +;2023
27;5;5;2002,245027743647;1,54879210361689e+02;Ensino Médio;49 Horas +;2023
28;5;5;2197,908612425266;2,29620363094416e+02;Ensino Médio;49 Horas +;2023
29;5;5;2064,129760189031;1,58041500905472e+02;Ensino Médio;49 Horas +;2023
31;5;5;3516,021835061764;7,13314268147039e+02;Ensino Médio;49 Horas +;2023
32;5;5;3528,789921475804;4,25345699501531e+02;Ensino Médio;49 Horas +;2023
33;5;5;3136,407254410657;2,67708264876435e+02;Ensino Médio;49 Horas +;2023
35;5;5;3146,517875887394;1,49747187519033e+02;Ensino Médio;49 Horas +;2023
41;5;5;3301,250718068867;1,73061313554044e+02;Ensino Médio;49 Horas +;2023
42;5;5;3816,542524986720;1,87603025567851e+02;Ensino Médio;49 Horas +;2023
43;5;5;3534,325250166519;2,72914841047685e+02;Ensino Médio;49 Horas +;2023
50;5;5;3522,281434164756;3,45162551771412e+02;Ensino Médio;49 Horas +;2023
51;5;5;3424,920058268765;2,88833128438312e+02;Ensino Médio;49 Horas +;2023
52;5;5;3201,878292335934;2,26465012638303e+02;Ensino Médio;49 Horas +;2023
53;5;5;3817,359292890497;4,06887220904593e+02;Ensino Médio;49 Horas +;2023
11;6;5;3472,642083495253;6,13112688123227e+02;Ensino Superior;49 Horas +;2023
12;6;5;1320,000000000000;6,83832750542595e-14;Ensino Superior;49 Horas +;2023
13;6;5;3468,699198528558;3,76354598044162e+02;Ensino Superior;49 Horas +;2023
14;6;5;2051,952790574879;1,77164983276525e+02;Ensino Superior;49 Horas +;2023
15;6;5;2731,419194959029;6,15188743683878e+02;Ensino Superior;49 Horas +;2023
16;6;5;2131,851604925492;9,19315862217308e+02;Ensino Superior;49 Horas +;2023
17;6;5;9583,439505249489;5,53166053193389e+03;Ensino Superior;49 Horas +;2023
21;6;5;2430,172373861872;6,59502856242346e+02;Ensino Superior;49 Horas +;2023
22;6;5;2420,910804386321;6,49710474504121e+02;Ensino Superior;49 Horas +;2023
23;6;5;2107,914108202282;3,77761984429701e+02;Ensino Superior;49 Horas +;2023
24;6;5;2420,141323759856;7,48506127021207e+02;Ensino Superior;49 Horas +;2023
25;6;5;5031,724701897150;2,48879886313613e+03;Ensino Superior;49 Horas +;2023
26;6;5;3412,440491575082;9,03920414439663e+02;Ensino Superior;49 Horas +;2023
27;6;5;2323,780830678455;3,36253294866332e+02;Ensino Superior;49 Horas +;2023
28;6;5;5427,184276000507;3,50232136002979e+03;Ensino Superior;49 Horas +;2023
29;6;5;2398,775803655571;3,85622253198055e+02;Ensino Superior;49 Horas +;2023
31;6;5;4610,296600623674;1,00738763683226e+03;Ensino Superior;49 Horas +;2023
